IdPoi,nombre,localizacion,fbd,IdPueblo,IdUsuario,etiquetas
322,La Rodera San Juan,0xE6100000010C726F7EC344B318C0F435CB65A3D54440,2012-03-06 17:10:16.793,42,4609,Camino oculto por la meleza
323,Huertonas,0xE6100000010CA45016BEBEA618C0EEB089CC5CD64440,2012-03-06 17:11:15.153,42,4609,Galaza
324,La Corredera,0xE6100000010C371B2B31CFAA18C047E5266A69D64440,2012-03-06 17:13:25.587,42,4609,Camino
325,Las Pajaritas,0xE6100000010C724F57772CA618C03561FBC918D74440,2012-03-06 17:14:53.803,42,4609,Galaza
326,Camino las Llagas,0xE6100000010C84674293C4A218C01C2785798FD74440,2012-03-06 17:16:01.977,42,4609,Camino
327,El Valdión,0xE6100000010C4580D3BB789F18C07EE5417A8AD84440,2012-03-06 17:17:06.310,42,4609,Galaza
328,Molino el Portal,0xE6100000010C3CBD5296219E18C0F566D47C95D84440,2012-03-06 17:18:41.190,42,4609,"Ya no existe, pero estaba en este lugar"
329,La Quinta,0xE6100000010C058A58C4B0A318C0FBCDC47421D64440,2012-03-06 17:22:25.020,42,4609,Galaza
330,Molino el Molinin,0xE6100000010CCDB051D66FA618C0ED0DBE3099D64440,2012-03-06 17:23:37.917,42,4609,Aqui hubo un molino en su día
331,Camino Fonfria,0xE6100000010CEAAEEC82C1A518C0BBD39D279ED54440,2012-03-06 17:24:36.387,42,4609,Camino
332,Molino,0xE6100000010C533D997FF49D18C0D4450A65E1D74440,2012-03-06 17:25:43.920,42,4609,restos de otro molino
333,Tras del Castro,0xE6100000010CA9143B1A879A18C052431B800DD84440,2012-03-06 17:27:10.810,42,4609,Galaza
334,Molino la Encina,0xE6100000010CC712D6C6D89918C08196AE601BD94440,2012-03-06 17:28:41.370,42,4609,Aqui hubo un molino en su día
335,Lavayo Chiquito,0xE6100000010C2E58AA0B78A918C09D499BAA7BD44440,2012-03-06 17:29:58.930,42,4609,Galaza
336,Peña la Loba,0xE6100000010CE753C72AA5A718C0E88711C2A3D34440,2012-03-06 17:31:17.430,42,4609,Peña
337,Cañada Real de las Merinas,0xE6100000010CF9A1D28899AD18C07D5BB05417D44440,2012-03-06 17:32:29.317,42,4609,Camino
338,El Bermejo,0xE6100000010CDE0033DFC19F18C0564ACFF412D54440,2012-03-06 17:33:59.280,42,4609,Galaza
339,Casaminiños,0xE6100000010C3468E89FE0A218C0381268B0A9D54440,2012-03-06 17:35:05.377,42,4609,Camino
340,La Medorra,0xE6100000010C86764EB3409B18C047AD307DAFD54440,2012-03-06 17:37:15.793,42,4609,Galaza
341,Camino el Billar,0xE6100000010C087767EDB69B18C073F22213F0D54440,2012-03-06 17:38:07.757,42,4609,Camino
342,Los Cañaverales,0xE6100000010C54AD8559689718C0D3A23EC91DD64440,2012-03-06 17:39:22.030,42,4609,Galaza
343,Veiga Secas,0xE6100000010C8BE07F2BD99118C0FE4465C39AD64440,2012-03-06 17:40:25.270,42,4609,Galaza
344,Cristina,0xE6100000010CB456B439CE8D18C03BC8EBC1A4D64440,2012-03-06 17:41:47.577,42,4609,Galaza
345,Rota Fernada,0xE6100000010C658F5033A48A18C09B3924B550D64440,2012-03-06 17:42:51.240,42,4609,Galaza
346,Peña la Vela,0xE6100000010C86E81038128818C087A757CA32D64440,2012-03-06 17:44:05.263,42,4609,Galaza
347,Rota la Casa,0xE6100000010CD4635B069C8518C08BA548BE12D64440,2012-03-06 17:45:01.033,42,4609,Galaza
348,Los Obacos,0xE6100000010C7F68E6C9359518C0CF49EF1B5FD54440,2012-03-06 17:46:45.223,42,4609,Galaza
349,Piniesteban,0xE6100000010CC381902C609218C09CC0745AB7D54440,2012-03-06 17:48:01.510,42,4609,Galaza
350,Campetes,0xE6100000010C7C7DAD4B8D9018C0B7B2446799D54440,2012-03-06 17:48:57.170,42,4609,Monte
351,Los Espineros,0xE6100000010CD8BCAAB35A9018C0B8CEBF5DF6D54440,2012-03-06 17:49:49.727,42,4609,Galaza
352,Los Quiñones,0xE6100000010C0C738236398C18C0E3FE23D3A1D54440,2012-03-06 17:51:06.493,42,4609,Monte
353,Rota Fonda,0xE6100000010C658F5033A48A18C09F3E027FF8D54440,2012-03-06 17:51:59.520,42,4609,Galaza
354,Rota Estrecha,0xE6100000010CB4E89D0AB88718C03ECF9F36AAD54440,2012-03-06 17:52:53.370,42,4609,Galaza
355,Cañego,0xE6100000010C67D65240DA7F18C0287E8CB96BD54440,2012-03-06 17:53:53.850,42,4609,Galaza
356,Ramiro,0xE6100000010C9C6A2DCC427B18C0DD41EC4CA1D54440,2012-03-06 17:54:39.573,42,4609,Valle
357,La Pasión,0xE6100000010CFA7B293C68D619C08FE1B19FC5EE4440,2012-03-11 17:58:22.260,15,NULL,Montes
358,La Viera,0xE6100000010C6C43C5387F9318C0BEF8A23D5ED44440,2012-03-12 17:31:35.820,42,NULL,Valle
359,Las Mangas,0xE6100000010CBAF42F49659A18C0E0641BB803D54440,2012-03-12 17:34:15.020,42,NULL,Tierras
360,"Los Casales ",0xE6100000010C8ECBB8A9819618C0B37E33315DD44440,2012-03-12 17:35:51.290,42,NULL,Galaza
361,El cementerio,0xE6100000010CC1C6F5EFFACC19C03604C765DCEE4440,2012-03-15 18:56:54.257,15,NULL,camposantos
362,Sestil,0xE6100000010C36E7E099D09418C09770E82D1ED44440,2012-03-18 14:32:57.157,42,4609,Galaza
363,Tozalforno,0xE6100000010C986C3CD8629718C0AA27F38FBED34440,2012-03-18 14:35:23.750,42,4609,Valle
364,"Abayo Grande ",0xE6100000010CA699EE75528F18C0990E9D9E77D34440,2012-03-18 14:37:06.787,42,4609,Galaza
365,Los Soles de Fonfría,0xE6100000010C9758198D7C8E18C06F83DA6FEDD24440,2012-03-18 14:38:17.437,42,4609,Galaza
366,Las Bouzas,0xE6100000010CFE0FB056ED8A18C01570CFF3A7D34440,2012-03-18 14:41:28.130,42,4609,Galaza
367,Rotalpiorno,0xE6100000010CEC2FBB270F8B18C00876FC1708D44440,2012-03-18 14:45:02.220,42,4609,Galaza
368,Los Pilos,0xE6100000010C00C5C892398618C0B5E0455F41D44440,2012-03-18 14:46:01.827,42,4609,Galaza
369,Camino Zamora,0xE6100000010CFD1186014B7E18C04AB6BA9C12D44440,2012-03-18 14:50:05.887,42,4609,Camino
370,Arroyo Medio,0xE6100000010C52D32EA6997E18C0C4B3041901D54440,2012-03-18 14:52:28.733,42,4609,Valle
371,Nogal,0xE6100000010C0FD07D39B37D18C096CFF23CB8D34440,2012-03-18 14:54:07.090,42,4609,Arroyo
372,Fervelli,0xE6100000010C8A7615527E7218C0B282DF8618D34440,2012-03-18 14:55:26.197,42,4609,Valle
373,Galaza los Mondonguillos,0xE6100000010C9CFC169D2C7518C096D1C8E715D34440,2012-03-18 14:56:57.520,42,4609,Galaza
374,Las Perdices,0xE6100000010C59897956D27A18C03E3E213B6FD34440,2012-03-18 14:58:30.273,42,4609,Galaza
375,Arroyo Cabo,0xE6100000010CF8A92A34107B18C0B69F8CF161D44440,2012-03-18 14:59:36.137,42,4609,Valle
376,Cotorrón,0xE6100000010C448655BC917918C0B939950C00D54440,2012-03-18 15:00:56.977,42,4609,Galaza
377,La Castillera,0xE6100000010CBF620D17B97718C0DD274701A2D44440,2012-03-18 15:01:52.213,42,4609,Galaza
378,La Castillera,0xE6100000010C09C21550A87718C0D76A0F7BA1D44440,2012-03-18 15:02:59.137,42,4609,Galaza
379,"Molino del Tio Sacristán de Vide ",0xE6100000010C098A1F63EE7A18C099654F029BD54440,2012-03-18 15:07:48.093,42,4609,Restos de un Molino
380,Escuela,0xE6100000010C63804413289218C07192E68F69E74440,2012-03-18 19:49:43.800,1,NULL,Colegio Escuela
381,Consultorio Médico,0xE6100000010CF30016F9F59318C051D845D103E74440,2012-03-18 19:50:40.270,1,NULL,Consultorio Médico
382,Parque,0xE6100000010C3E5B07077B9318C0FFB27BF2B0E64440,2012-03-18 19:52:24.727,1,NULL,"Parque Juegos Niños "
383,Las Chanas,0xE6100000010C3B1BF2CF0C8218C03D65355D4FE84440,2012-03-18 19:57:55.777,1,NULL,Area recreativa Las Chanas
384,Estación de La Torre,0xE6100000010CBB0D6ABFB53319C0D47FD6FCF8EF4440,2012-04-13 21:11:18.067,25,NULL,estación
385,Molino Mezquita,0xE6100000010C6342CC25555B19C0EE96E4805DDF4440,2012-04-22 18:34:11.320,45,NULL,molino hidraulico mezquita san juan rebollar arquitectura popular
386,Mayadero,0xE6100000010CF77475C7626B19C0170CAEB9A3DF4440,2012-04-22 18:36:32.517,45,NULL,"mayadero agricultura tradición cereales "
387,LA FUENTE EL CUBO,0xE6100000010CEA211ADD416C19C0AB5D13D21AE34440,2012-04-25 08:09:44.437,50,NULL,",AREA RECREATIVA,"
388,FUENTE EL LUGAR,0xE6100000010C5E6919A9F76419C06FBC3B3256E34440,2012-04-25 08:11:32.530,50,NULL,",FUENTE,"
389,molino  Lajafriz,0xE6100000010CAC5626FC52DF18C0E606431D56D24440,2012-04-28 11:51:44.943,20,NULL,molino de agua
390,iglesia  San Bartolome,0xE6100000010C9F7422C154C318C04AB6BA9C12D44440,2012-04-28 11:57:53.450,20,NULL,Iglesia
391,Kiosco de Helados,0xE6100000010C027E8D2441C819C0F12C414640EF4440,2012-04-28 12:51:40.737,16,NULL,Kiosco la tajuela
392,LA ROBLA,0xE6100000010CCF2F4AD05FC819C0BF0CC68844EF4440,2012-04-28 12:53:46.410,16,NULL,BAR LA ROBLA Proximamente
393,Avión sobre figueruela,0xE6100000010C1DAD6A4947C919C0DFFB1BB457EF4440,2012-04-30 20:48:13.027,16,NULL,curiosidades
395,Piscina Municipal,0xE6100000010C36EA211ADD6119C00458E4D70FD94440,2012-08-12 16:46:34.730,2,NULL,piscina
396,Avión sobre Llibaguero,0xE6100000010C446CB07092A619C0A1A3552DE9F24440,2012-09-04 19:07:11.630,16,NULL,Curiosidades
397,NATURALISTE. PUNTO DE INFORMACION TURISTICA Y CENTRAL DE RESERVAS,0xE6100000010C59501894696419C067BAD7497DD94440,2012-10-04 06:33:46.690,2,NULL,"GESTIÓN TURISTICA TRANSFRONTERIZA, INFORMACION TURISTICA, GESTION DE RESERVAS, ACTIVIDADES"
398,puente requejo (puente pino),0xE6100000010C7FDC7EF9647518C0C6C37B0E2CCB4440,2012-10-16 12:59:19.140,68,NULL,puente
399,puente requejo (puente pino),0xE6100000010C7FDC7EF9647518C0C6C37B0E2CCB4440,2012-10-16 12:59:25.037,68,NULL,puente
400,EL CERCO  ( EL CARRASCAL ),0xE6100000010C27DBC01DA8E319C08EC8772975DD4440,2012-10-25 18:18:37.267,53,NULL,""" CASTRO CELTA "" "
401,"E.S. LA CHUCA  ""GASOLINERA""",0xE6100000010C0C923EADA2DF19C0278925E5EEDD4440,2012-11-20 23:47:34.010,53,NULL,""" GASOLINERA """
402,Presa de San Mamed de Aliste,0xE6100000010CCD72D9E89CDF19C020B3B3E89DD84440,2012-11-27 02:22:24.370,46,NULL,"Presa, agua, embalse,"
403,Arbol de la Mora,0xE6100000010C63EFC517EDE119C087A6ECF483D84440,2012-11-27 02:23:58.913,46,NULL,"San Mamed de Aliste, mora, Arbol, pueblo, aliste"
404,"Era de San Mamed de Aliste ",0xE6100000010C5F0D501A6AE419C04145D5AF74D84440,2012-11-27 02:25:26.493,46,NULL,"Era, Campo de futbol, Aliste, pradera"
405,"Iglesia de San Mamed de Aliste ",0xE6100000010CFD6A0E10CCE119C05401F73C7FD84440,2012-11-27 02:26:49.347,46,NULL,"aliste,"
406,"Piscina en San Mamed de Aliste ",0xE6100000010CF17EDC7EF9E419C0F7C8E6AA79D84440,2012-11-27 02:28:07.697,46,NULL,"Piscina, San Mamed de aliste,Aliste, Zamora"
407,"La Cudipiedra ",0xE6100000010CE068C70DBFDB19C019E3C3EC65D94440,2012-11-27 02:29:22.347,46,NULL,San Mamed de Aliste
408,"Puente hacia Villarino tras la Sierra ",0xE6100000010C45F12A6B9BE219C05B09DD2571D84440,2012-11-27 02:31:18.797,46,NULL,"San Mamed de Aliste, Aliste, Villarino "
409,"Fuente de Agua ",0xE6100000010C00529B38B9DF19C0726BD26D89D84440,2012-11-27 02:34:42.650,46,NULL,San Mamed de Aliste
410,"Pinar ",0xE6100000010CF7B0170AD8DE19C073B8567BD8D74440,2012-11-27 02:37:22.957,46,NULL,"Aliste, San Mamed "
411,"Consultorio Medico ",0xE6100000010C0397C79A91E119C0E42F2DEA93D84440,2012-11-27 02:39:56.303,46,NULL,"San Mamed de Aliste "
412,"""Escuela"" de San Mamed de Aliste ",0xE6100000010C6E3480B740E219C0022CF2EB87D84440,2012-11-27 02:41:13.380,46,NULL,San Mamed de Aliste
413,"""Las Salamedas""",0xE6100000010CFA0967B796E919C0F86BB2463DD84440,2012-11-27 02:42:52.600,46,NULL,San Mamed de Aliste
414,"""Codesalico""",0xE6100000010CC9E6AA798EE819C0ED9DD15625D94440,2012-11-27 02:44:00.307,46,NULL,Sam Mamed de Aliste
415,La Fragua,0xE6100000010CFE0C6FD6E0CD18C0E3C116BB7DDC4440,2012-12-19 19:19:28.393,27,7830,Monumento
416,Palomar,0xE6100000010C27DD96C805C718C07313B534B7DC4440,2012-12-19 19:20:53.233,27,7830,monumento
417,Antiguas minas,0xE6100000010CB0AC342905BD18C0C139234A7BDB4440,2012-12-19 19:23:12.680,27,7830,minas
418,la puente de la quinta,0xE6100000010C8AE76C01A14519C010B1C1C249DC4440,2013-01-13 21:24:16.810,29,NULL,"puente "
419,fuente de las callejas,0xE6100000010C0EF62686E44419C0A13193A817DC4440,2013-01-13 21:31:23.137,29,NULL,fuente
420,el calejo de san pedro,0xE6100000010CF8889812494419C09FE6E44526DC4440,2013-01-13 21:34:56.693,29,NULL,calejo
421,la casa-concejo  (pero la nueva),0xE6100000010C1840F850A24519C0991249F432DC4440,2013-01-13 21:39:06.093,29,NULL,ocio
422,Huerta del cura,0xE6100000010C63EE5A423E4819C0158C4AEA04DC4440,2013-01-13 21:46:38.293,29,107,hay un laurel
426,La ribera,0xE6100000010CB610E4A084D918C0E5D022DBF9CE4440,2013-01-18 19:24:52.467,7,107,"campo abierto, paseo "
428,Bodega Aliste,0xE6100000010CCFDA6D179ACB19C05B7D7555A0EE4440,2013-01-21 10:55:32.880,15,NULL,",bodega,"
429,La mahada camino de la villa,0xE6100000010CD9E89C9FE23819C02F6AF7AB00DD4440,2013-02-07 05:33:26.143,29,NULL,Bosque y sotobosque de Robles
430,Fuente El Pingón,0xE6100000010C5987A3AB746719C02EE411DC48D74440,2013-02-07 05:47:56.470,2,NULL,Manantial filtrado entre peñas con un particular goteo
431,Iglesia de San Adrián,0xE6100000010C19C8B3CBB76E19C090DD054A0AF64440,2013-02-21 16:58:32.263,6,NULL,Iglesia
432,Los Castaños,0xE6100000010CE7357689EA6D19C0FB777DE6ACF54440,2013-02-21 16:59:26.860,6,NULL,Zona natural protegida
433,"Cantera, o (como estropear un paraje natural)",0xE6100000010CC504357C0B7B19C046D3D9C9E0F64440,2013-02-21 17:01:21.613,6,NULL,desastre ecológico
434,Cruz de San Favian,0xE6100000010C425BCEA5B8BA19C03DD2E0B6B6EE4440,2013-03-06 12:06:33.010,16,20249,",cruz,"
435,Iglesia de Santa Irene,0xE6100000010CBFB9BF7ADCC719C00938842A35EF4440,2013-03-06 12:11:58.570,16,20249,",iglesias,"
436,Fuente de las llamas,0xE6100000010CF22213F06BC419C021020EA14AEF4440,2013-03-06 12:18:45.743,16,20249,",fuentes,"
437,Valdeladrones,0xE6100000010C36AFEAAC16381AC0CB85CABF96E14440,2013-04-11 11:04:55.247,33,3691,Molino
438,La Fontona,0xE6100000010C5AD427B9C33619C0E7FC14C781E14440,2013-05-03 22:02:41.470,24,NULL,Fuente
439,El TREMEDAL,0xE6100000010CA568E55E604619C04B1FBAA0BEE14440,2013-05-03 22:05:54.807,24,NULL,Merendero
440,La Fuente Herrada,0xE6100000010C1616DC0F783019C0BA1457957DE14440,2013-05-03 22:14:50.110,24,NULL,Fuente
441,La Fuente Herrada,0xE6100000010C1616DC0F783019C0BA1457957DE14440,2013-05-03 22:14:50.490,24,NULL,Fuente
442,Castaño centenario,0xE6100000010CB5FB5580EFC619C07C61325530F44440,2013-05-24 10:10:06.047,17,NULL,"""arbol"""
443,Fuente de los Casales,0xE6100000010C386744696FD019C084BA48A12CF64440,2013-05-24 10:12:15.843,17,NULL,"""fuentes"""
444,Castro Celta,0xE6100000010CB5183C4CFBC619C0020F0C207CF44440,2013-05-24 10:14:36.820,17,NULL,"""castro"""
445,Fuente Grande,0xE6100000010C4C18CDCAF60119C06308008E3DD74440,2013-07-09 09:12:10.443,11,NULL,Fuente
446,Cruz de los Álamos,0xE6100000010CFBCDC47421C619C0C284D1AC6CF34440,2013-07-10 15:02:36.337,17,NULL,Monumento
447,Fuente Herrada,0xE6100000010C0D6C956071C819C014EB54F99EF34440,2013-07-10 15:05:23.400,17,NULL,Fuentes
448,Información turística y central de reservas Naturaliste,0xE6100000010C1500E319346419C0289B728577D94440,2013-08-15 13:23:28.707,2,NULL,"turismo, información"
449,la estaracosa,0xE6100000010C130A117008F518C022A98592C9D34440,2013-09-25 17:00:41.773,32,NULL,valle de pasto comunal
451,el alto de la luz,0xE6100000010CE6CFB7054B0519C0ECDE8AC404D14440,2013-09-25 17:22:35.560,32,NULL,ermita de nuestra señora de la luz
452,La Fuente Grande,0xE6100000010CAE669DF17D0119C06A6798DA52D34440,2013-10-14 17:50:57.070,32,NULL,"La Fuente Grande de Moveros tiene la cúpula de piedra labrada ,su agua es buena de beber y en verano"
453,molino de ti Bernarda,0xE6100000010C6919A9F754EE18C0A148F7730AD24440,2013-10-14 18:20:46.477,32,NULL,"Molino situado en la ribera de Moveros,actualmente nadie muele,es familiar "
454,"molino, de la requejada",0xE6100000010C060DFD135C3C19C01F2DCE18E6EA4440,2013-12-22 23:16:41.497,25,NULL,molino
455,molino de los matellanes,0xE6100000010CCD76853E583619C01349F4328AEB4440,2013-12-22 23:24:04.640,25,NULL,molino
456,molino de los lucas,0xE6100000010CCE716E13EE3519C017EFC7ED97EB4440,2013-12-22 23:25:06.117,25,NULL,molino
457,fuente del rebollar,0xE6100000010C3C69E1B20A3B19C0971E4DF564EA4440,2013-12-22 23:26:21.203,25,NULL,fuente
458,Peña mayas,0xE6100000010C6E693524EE4119C0F8C1F9D4B1EA4440,2013-12-22 23:29:34.863,25,NULL,peña
459,Iglesia,0xE6100000010C8577B988EF4419C03EAF78EA91E64440,2014-01-23 16:23:19.037,60,NULL,"iglesias, monumentos"
460,el rebollo  de piedrafita,0xE6100000010C70EEAF1EF75D19C0C32E8A1EF8DC4440,2014-02-06 21:28:37.237,29,NULL,es una piedra (pero no está frita)
461,"Molino ",0xE6100000010CB1C403CAA6AC19C089450C3B8CE14440,2014-05-18 14:33:30.617,39,NULL,monumento
462,el pozo del caño,0xE6100000010C8FA50F5D50FF18C03255302AA9D34440,2014-11-21 12:00:59.947,32,NULL,naciente en peña
463,Fuente del Espinacal,0xE6100000010CFED478E926B118C0271763601DD74440,2014-12-16 16:13:22.543,42,4609,Fuente
464,Cortina de la Pina,0xE6100000010CB9FB1C1F2DBE18C0FE9DEDD11BDA4440,2015-03-05 14:28:31.353,42,NULL,Cortina
465,El Maderal,0xE6100000010CE5D5390664BF18C056478E7406DA4440,2015-03-05 14:31:02.617,42,NULL,Valle
466,Fuente la Guisada,0xE6100000010C5CE49EAEEEC818C08EAED2DD75D84440,2015-03-05 14:39:01.310,42,NULL,Fuente
467,Iglesia,0xE6100000010CA96C5853599418C061E0B9F770DB4440,2015-03-19 17:40:06.363,65,NULL,"Monumento, Iglesia"
468,Iglesia,0xE6100000010CF8889812499418C0E5266A696EDB4440,2015-03-19 17:40:49.530,65,NULL,"Monumento, Iglesia"
469,El Castro,0xE6100000010CBC5D2F4D114019C0048F6FEF1ADE4440,2015-05-18 19:47:51.143,57,NULL,Castro
470,"refugio forestal ""Portilla Blanca""",0xE6100000010C86AFAF75A98119C00893E2E313DC4440,2015-06-29 17:11:13.900,3,NULL,refugio forestal
471,IGLESIA,0xE6100000010C95F1EF332E7C18C0C7BAB88D06E04440,2015-10-03 15:16:18.110,36,NULL,"iglesias,monumentos"
472,Las Fuentes,0xE6100000010C6E3480B740B218C082CAF8F719E94440,2017-01-08 19:09:31.230,40,NULL,"rio, fuente, molinos"
473,Los Chaparrales,0xE6100000010C59E02BBAF5DA18C04276DEC666D74440,2018-01-04 11:38:51.857,42,NULL,Monte cerca de Ceadea.
474,Peña Corva,0xE6100000010C34D6FECEF6C818C0AAF1D24D62D64440,2018-01-04 11:41:05.497,42,NULL,Peña.
475,Subidero de la Reina.,0xE6100000010CAAB8718BF9C918C020D099B4A9D64440,2018-01-04 11:43:05.140,42,NULL,Monte
476,El brazo,0xE6100000010C124E0B5EF4C518C016F9F5436CD64440,2018-01-04 11:44:56.417,42,NULL,Monte
477,Calle homda 7 Puercas de Aliste Zamora España,0xE6100000010C95F1EF332E7C18C0C7BAB88D06E04440,2019-04-20 13:59:07.560,36,NULL,Casa
